"Doença"," Sintoma_1"," Sintoma_2"," Sintoma_3"," Sintoma_4"," Sintoma_5"," Sintoma_6"," Sintoma_7"," Sintoma_8"," Sintoma_9"," Sintoma_10"," Sintoma_11"," Sintoma_12"," Sintoma_13"," Sintoma_14"," Sintoma_15"," Sintoma_16"," Sintoma_17"
" Tuberculose"," calafrios"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular"
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular"
" Gripe comum"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
" Gripe comum"," espirros_contínuos"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
" Gripe comum"," espirros_contínuos"," calafrios"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
" Pneumonia"," calafrios"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," mal-estar"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","","",""
" Pneumonia"," calafrios"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","",""
" Pneumonia"," calafrios"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","",""
" Pneumonia"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","","",""
" Pneumonia"," calafrios"," tosse"," febre alta"," falta de ar"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","","",""
" Pneumonia"," calafrios"," fadiga"," febre alta"," falta de ar"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","","",""
" Pneumonia"," calafrios"," fadiga"," tosse"," falta de ar"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","","",""
" Pneumonia"," calafrios"," fadiga"," tosse"," febre alta"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","","",""
" Pneumonia"," calafrios"," fadiga"," tosse"," febre alta"," falta de ar"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","","",""
" Pneumonia"," calafrios"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," irritação_no_ânus","","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas","","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," falta de ar"," suando"," dor no peito","","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," falta de ar"," suando"," dor no peito","","","","","","","","","","","","",""
" Ataque cardíaco"," falta de ar"," suando"," dor no peito","","","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," suando"," dor no peito","","","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," falta de ar"," dor no peito","","","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," falta de ar"," suando","","","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," falta de ar"," suando"," dor no peito","","","","","","","","","","","","",""
" Ataque cardíaco"," falta de ar"," suando"," dor no peito","","","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," suando"," dor no peito","","","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," falta de ar"," dor no peito","","","","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," obesidade"," pernas inchadas"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," obesidade"," pernas inchadas"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","",""
" Varizes"," cólicas"," hematomas"," obesidade"," pernas inchadas"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","","",""
" Varizes"," fadiga"," hematomas"," obesidade"," pernas inchadas"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," obesidade"," pernas inchadas"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," pernas inchadas"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," obesidade"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," obesidade"," pernas inchadas"," veias proeminentes na panturrilha","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," obesidade"," pernas inchadas"," vasos_sanguíneos_inchados","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," obesidade"," pernas inchadas"," veias proeminentes na panturrilha","","","","","","","","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mãos e pés frios"," mudanças de humor"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mãos e pés frios"," mudanças de humor"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","",""
"Hipotireoidismo"," ganho de peso"," mãos e pés frios"," mudanças de humor"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","","",""
"Hipotireoidismo"," ganho de peso"," mãos e pés frios"," mudanças de humor"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","","",""
"Hipotireoidismo"," fadiga"," mãos e pés frios"," mudanças de humor"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mudanças de humor"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mãos e pés frios"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mãos e pés frios"," mudanças de humor"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mãos e pés frios"," mudanças de humor"," letargia"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mãos e pés frios"," mudanças de humor"," letargia"," tontura"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","","",""
" Hipertireoidismo"," fadiga"," mudanças de humor"," perda de peso"," inquietação"," suando"," diarréia"," frequência cardíaca rápida"," fome_excessiva"," fraqueza muscular"," irritabilidade"," menstruação anormal","","","","","",""
" Hipertireoidismo"," fadiga"," mudanças de humor"," perda de peso"," inquietação"," suando"," diarréia"," frequência cardíaca rápida"," fome_excessiva"," fraqueza muscular"," irritabilidade"," menstruação anormal","","","","","",""
" Hipertireoidismo"," mudanças de humor"," perda de peso"," inquietação"," suando"," diarréia"," frequência cardíaca rápida"," fome_excessiva"," fraqueza muscular"," irritabilidade"," menstruação anormal","","","","","","",""
" Hipertireoidismo"," fadiga"," perda de peso"," inquietação"," suando"," diarréia"," frequência cardíaca rápida"," fome_excessiva"," fraqueza muscular"," irritabilidade"," menstruação anormal","","","","","","",""
" Hipertireoidismo"," fadiga"," mudanças de humor"," inquietação"," suando"," diarréia"," frequência cardíaca rápida"," fome_excessiva"," fraqueza muscular"," irritabilidade"," menstruação anormal","","","","","","",""
